,red_fighter,blue_fighter,red_kd,blue_kd,red_ss_pct,blue_ss_pct,red_td_pct,blue_td_pct,red_sub_att,blue_sub_att,red_rev,blue_rev,red_ctrl_time,blue_ctrl_time,result,method,round,time,event_title,weight_class,red_ss_att,red_ss_landed,blue_ss_att,blue_ss_landed,red_ts_att,red_ts_landed,blue_ts_att,blue_ts_landed,red_td_att,red_td_landed,blue_td_att,blue_td_landed,red_head_att,red_head_landed,blue_head_att,blue_head_landed,red_body_att,red_body_landed,blue_body_att,blue_body_landed,red_leg_att,red_leg_landed,blue_leg_att,blue_leg_landed,red_dist_att,red_dist_landed,blue_dist_att,blue_dist_landed,red_clinch_att,red_clinch_landed,blue_clinch_att,blue_clinch_landed,red_grnd_att,red_grnd_landed,blue_grnd_att,blue_grnd_landed,fight_time,early_finish,title_bout,date,location
61,Rob Font,Jose Aldo,0,2,0.48,0.53,0.2,0.0,0,1,0,0,2.1333333333333333,9.1,Jose Aldo , Decision - Unanimous ,5,5.0,UFC Fight Night: Font vs. Aldo,Bantamweight ,305,149,161,86,350,193,172,96,5,1,1,0,238,94,129,57,48,38,20,19,19,17,12,10,289,135,146,75,8,6,3,2,8,8,12,9,25.0,0,0,04-2021-12,"Las Vegas, Nevada, USA"
62,Brad Riddell,Rafael Fiziev,0,0,0.51,0.53,0.25,0.0,0,0,0,0,0.23333333333333334,0.15,Rafael Fiziev , KO/TKO ,3,2.3333333333333335,UFC Fight Night: Font vs. Aldo,Lightweight ,115,59,123,66,118,62,123,66,4,1,0,0,72,23,78,36,26,20,30,22,17,16,15,8,114,59,121,64,1,0,2,2,0,0,0,0,12.333333333333334,1,0,04-2021-12,"Las Vegas, Nevada, USA"
63,Jimmy Crute,Jamahal Hill,0,1,0.5,0.4,0.0,0.0,0,0,0,0,0.0,0.016666666666666666,Jamahal Hill , KO/TKO ,1,0.8,UFC Fight Night: Font vs. Aldo,Light Heavyweight ,12,6,10,4,12,6,10,4,1,0,0,0,7,2,8,2,3,2,2,2,2,2,0,0,11,5,7,1,1,1,2,2,0,0,1,1,0.8,1,0,04-2021-12,"Las Vegas, Nevada, USA"
64,Clay Guida,Leonardo Santos,0,1,0.36,0.68,0.28,0.0,1,0,0,0,2.15,1.0166666666666666,Clay Guida , Submission ,2,1.35,UFC Fight Night: Font vs. Aldo,Lightweight ,50,18,60,41,87,50,92,65,7,2,0,0,39,8,39,22,6,6,19,17,5,4,2,2,38,7,21,13,1,0,23,16,11,11,16,12,6.35,1,0,04-2021-12,"Las Vegas, Nevada, USA"
65,Brendan Allen,Chris Curtis,0,1,0.6,0.67,0.0,0.0,1,0,0,0,0.3,0.7166666666666667,Chris Curtis , KO/TKO ,2,1.9666666666666666,UFC Fight Night: Font vs. Aldo,Middleweight ,71,43,90,61,72,44,96,64,3,0,0,0,53,26,65,38,10,10,22,20,8,7,3,3,66,39,76,49,5,4,10,10,0,0,4,2,6.966666666666667,1,0,04-2021-12,"Las Vegas, Nevada, USA"
66,Alex Morono,Mickey Gall,1,0,0.39,0.45,0.0,0.0,0,0,0,0,1.3833333333333333,0.13333333333333333,Alex Morono , Decision - Unanimous ,3,5.0,UFC Fight Night: Font vs. Aldo,Welterweight ,230,90,144,65,233,93,149,69,0,0,1,0,200,70,106,35,28,18,36,28,2,2,2,2,216,82,142,64,1,1,1,1,13,7,1,0,15.0,0,0,04-2021-12,"Las Vegas, Nevada, USA"
67,Maki Pitolo,Dusko Todorovic,0,0,0.44,0.56,0.0,1.0,1,0,0,0,0.0,2.7666666666666666,Dusko Todorovic , KO/TKO ,1,4.566666666666666,UFC Fight Night: Font vs. Aldo,Middleweight ,29,13,53,30,29,13,91,67,0,0,1,1,20,5,51,28,6,5,1,1,3,3,1,1,28,12,22,9,1,1,1,0,0,0,30,21,4.566666666666666,1,0,04-2021-12,"Las Vegas, Nevada, USA"
68,Manel Kape,Zhalgas Zhumagulov,2,0,0.73,0.39,0.0,0.0,0,0,0,0,0.05,0.0,Manel Kape , KO/TKO ,1,4.033333333333333,UFC Fight Night: Font vs. Aldo,Flyweight ,72,53,79,31,73,54,79,31,0,0,0,0,56,39,61,19,7,5,11,6,9,9,7,6,72,53,78,31,0,0,1,0,0,0,0,0,4.033333333333333,1,0,04-2021-12,"Las Vegas, Nevada, USA"
69,Bryan Barberena,Darian Weeks,0,0,0.49,0.56,0.0,0.5,0,0,0,0,0.35,3.3,Bryan Barberena , Decision - Unanimous ,3,5.0,UFC Fight Night: Font vs. Aldo,Welterweight ,217,108,209,118,243,134,217,125,0,0,8,4,152,55,136,62,36,30,51,37,29,23,22,19,205,97,187,101,12,11,18,14,0,0,4,3,15.0,0,0,04-2021-12,"Las Vegas, Nevada, USA"
70,Cheyanne Vlismas,Mallory Martin,0,0,0.49,0.38,0.0,0.0,0,0,0,0,0.0,2.7666666666666666,Cheyanne Vlismas , Decision - Unanimous ,3,5.0,UFC Fight Night: Font vs. Aldo,Women's Strawweight ,271,134,210,80,283,146,236,106,0,0,5,0,223,102,189,65,41,26,19,14,7,6,2,1,257,123,194,66,14,11,16,14,0,0,0,0,15.0,0,0,04-2021-12,"Las Vegas, Nevada, USA"
71,Alonzo Menifield,William Knight,0,1,0.57,0.49,0.0,0.25,0,0,1,1,6.416666666666667,0.7166666666666667,William Knight , Decision - Unanimous ,3,5.0,UFC Fight Night: Font vs. Aldo,Light Heavyweight ,77,44,111,55,99,66,139,82,2,0,4,1,67,34,82,32,8,8,19,14,2,2,10,9,77,44,93,38,0,0,10,10,0,0,8,7,15.0,0,0,04-2021-12,"Las Vegas, Nevada, USA"
72,Claudio Puelles,Chris Gruetzemacher,0,0,0.63,0.69,0.12,1.0,1,0,0,0,6.333333333333333,2.816666666666667,Claudio Puelles , Submission ,3,3.4166666666666665,UFC Fight Night: Font vs. Aldo,Lightweight ,68,43,55,38,103,72,123,96,8,1,1,1,48,31,28,15,18,11,20,16,2,1,7,7,32,19,33,22,11,5,14,10,25,19,8,6,13.416666666666666,1,0,04-2021-12,"Las Vegas, Nevada, USA"
73,Louis Smolka,Vince Morales,0,1,0.71,0.55,0.0,0.0,0,0,0,0,0.0,0.0,Vince Morales , KO/TKO ,1,2.033333333333333,UFC Fight Night: Font vs. Aldo,Bantamweight ,32,23,49,27,32,23,50,27,0,0,0,0,14,5,34,16,10,10,12,8,8,8,3,3,28,19,38,18,4,4,6,4,0,0,5,5,2.033333333333333,1,0,04-2021-12,"Las Vegas, Nevada, USA"
74,Ketlen Vieira,Miesha Tate,0,0,0.42,0.44,0.0,0.16,0,0,0,0,0.03333333333333333,2.8666666666666667,Ketlen Vieira , Decision - Unanimous ,5,5.0,UFC Fight Night: Vieira vs. Tate,Women's Bantamweight ,263,113,276,122,313,156,302,145,1,0,6,1,243,95,175,52,16,14,88,60,4,4,13,10,254,105,260,110,9,8,16,12,0,0,0,0,25.0,0,0,20-2021-11,"Las Vegas, Nevada, USA"
75,Michael Chiesa,Sean Brady,0,0,0.5,0.42,1.0,0.62,0,0,0,0,0.8833333333333333,7.75,Sean Brady , Decision - Unanimous ,3,5.0,UFC Fight Night: Vieira vs. Tate,Welterweight ,57,29,42,18,107,71,80,51,1,1,8,5,44,19,31,8,13,10,2,2,0,0,9,8,42,18,42,18,6,5,0,0,9,6,0,0,15.0,0,0,20-2021-11,"Las Vegas, Nevada, USA"
76,Joanne Wood,Taila Santos,0,2,0.39,0.5,0.0,0.0,0,2,0,0,0.0,1.2833333333333334,Taila Santos , Submission ,1,4.816666666666666,UFC Fight Night: Vieira vs. Tate,Women's Flyweight ,68,27,60,30,72,30,67,36,0,0,0,0,36,8,46,21,7,3,7,3,25,16,7,6,67,26,42,19,1,1,0,0,0,0,18,11,4.816666666666666,1,0,20-2021-11,"Las Vegas, Nevada, USA"
77,Rani Yahya,Kyung Ho Kang,0,1,0.56,0.52,0.37,0.0,1,0,1,0,10.6,1.0833333333333333,Rani Yahya , Decision - Unanimous ,3,5.0,UFC Fight Night: Vieira vs. Tate,Bantamweight ,48,27,82,43,218,152,154,103,8,3,0,0,25,7,73,36,1,1,3,1,22,19,6,6,47,26,78,40,0,0,0,0,1,1,4,3,15.0,0,0,20-2021-11,"Las Vegas, Nevada, USA"
78,Davey Grant,Adrian Yanez,0,0,0.35,0.39,0.0,0.0,0,0,0,0,0.16666666666666666,0.0,Adrian Yanez , Decision - Split ,3,5.0,UFC Fight Night: Vieira vs. Tate,Bantamweight ,273,98,255,100,274,98,255,100,1,0,0,0,182,40,212,66,68,40,22,14,23,18,21,20,272,98,255,100,1,0,0,0,0,0,0,0,15.0,0,0,20-2021-11,"Las Vegas, Nevada, USA"
79,Pat Sabatini,Tucker Lutz,0,0,0.66,0.48,0.45,1.0,3,0,1,0,10.916666666666666,1.2666666666666666,Pat Sabatini , Decision - Unanimous ,3,5.0,UFC Fight Night: Vieira vs. Tate,Featherweight ,24,16,35,17,132,111,55,36,11,5,1,1,17,9,21,5,4,4,11,9,3,3,3,3,20,12,29,11,2,2,6,6,2,2,0,0,15.0,0,0,20-2021-11,"Las Vegas, Nevada, USA"
80,Rafa Garcia,Natan Levy,0,0,0.38,0.37,0.58,0.42,0,0,0,0,5.616666666666666,0.8,Rafa Garcia , Decision - Unanimous ,3,5.0,UFC Fight Night: Vieira vs. Tate,Lightweight ,91,35,127,47,117,55,136,56,12,7,7,3,74,21,94,21,13,10,26,19,4,4,7,7,83,31,121,45,3,3,6,2,5,1,0,0,15.0,0,0,20-2021-11,"Las Vegas, Nevada, USA"
81,Loma Lookboonmee,Loopy Godinez,0,0,0.38,0.51,0.5,0.41,0,1,0,0,2.8833333333333333,7.533333333333333,Loopy Godinez , Decision - Unanimous ,3,5.0,UFC Fight Night: Vieira vs. Tate,Women's Strawweight ,39,15,45,23,125,72,98,64,2,1,12,5,23,8,36,14,12,4,6,6,4,3,3,3,34,11,35,17,3,2,4,3,2,2,6,3,15.0,0,0,20-2021-11,"Las Vegas, Nevada, USA"
82,Cody Durden,Aoriqileng,0,0,0.45,0.45,0.5,0.33,0,0,0,0,5.65,1.2833333333333334,Cody Durden , Decision - Unanimous ,3,5.0,UFC Fight Night: Vieira vs. Tate,Flyweight ,133,60,142,65,158,80,161,78,10,5,3,1,110,39,116,44,8,7,18,14,15,14,8,7,123,52,133,60,7,5,5,2,3,3,4,3,15.0,0,0,20-2021-11,"Las Vegas, Nevada, USA"
83,Shayilan Nuerdanbieke,Sean Soriano,0,0,0.34,0.62,0.5,1.0,0,0,2,2,7.416666666666667,1.75,Shayilan Nuerdanbieke , Decision - Unanimous ,3,5.0,UFC Fight Night: Vieira vs. Tate,Featherweight ,49,17,56,35,190,111,76,49,8,4,2,2,38,11,34,16,5,2,11,9,6,4,11,10,47,15,49,30,0,0,0,0,2,2,7,5,15.0,0,0,20-2021-11,"Las Vegas, Nevada, USA"
84,Luana Pinheiro,Sam Hughes,1,0,0.37,0.4,0.66,0.0,1,0,0,0,2.1166666666666667,0.31666666666666665,Luana Pinheiro , Decision - Unanimous ,3,5.0,UFC Fight Night: Vieira vs. Tate,Women's Strawweight ,159,60,130,53,170,67,147,65,3,2,0,0,126,40,72,23,25,14,22,6,8,6,36,24,148,53,126,50,4,2,4,3,7,5,0,0,15.0,0,0,20-2021-11,"Las Vegas, Nevada, USA"
85,Max Holloway,Yair Rodriguez,0,0,0.56,0.45,0.6,0.2,1,0,0,1,6.816666666666666,1.3333333333333333,Max Holloway , Decision - Unanimous ,5,5.0,UFC Fight Night: Holloway vs. Rodriguez,Featherweight ,404,230,352,159,434,251,383,186,5,3,5,1,278,129,247,78,83,66,41,24,43,35,64,57,347,187,343,152,24,22,5,5,33,21,4,2,25.0,0,0,13-2021-11,"Las Vegas, Nevada, USA"
86,Ben Rothwell,Marcos Rogerio de Lima,0,0,0.25,0.58,0.0,0.0,0,0,0,0,0.0,0.0,Marcos Rogerio de Lima , KO/TKO ,1,0.5333333333333333,UFC Fight Night: Holloway vs. Rodriguez,Heavyweight ,8,2,24,14,8,2,24,14,1,0,0,0,8,2,20,11,0,0,1,0,0,0,3,3,8,2,24,14,0,0,0,0,0,0,0,0,0.5333333333333333,1,0,13-2021-11,"Las Vegas, Nevada, USA"
87,Felicia Spencer,Leah Letson,0,0,0.71,0.47,0.3,1.0,0,0,1,0,11.966666666666667,1.0166666666666666,Felicia Spencer , KO/TKO ,3,4.416666666666667,UFC Fight Night: Holloway vs. Rodriguez,Women's Featherweight ,78,56,36,17,275,227,90,69,13,4,1,1,65,44,27,10,13,12,8,6,0,0,1,1,17,5,29,13,45,39,7,4,16,12,0,0,14.416666666666668,1,0,13-2021-11,"Las Vegas, Nevada, USA"
88,Miguel Baeza,Khaos Williams,0,1,0.55,0.37,0.0,0.0,5,0,0,0,0.0,0.8,Khaos Williams , KO/TKO ,3,1.0333333333333334,UFC Fight Night: Holloway vs. Rodriguez,Welterweight ,56,31,131,49,57,32,145,60,2,0,1,0,35,13,94,23,4,1,7,6,17,17,30,20,56,31,113,36,0,0,4,2,0,0,14,11,11.033333333333333,1,0,13-2021-11,"Las Vegas, Nevada, USA"
89,Song Yadong,Julio Arce,1,0,0.37,0.16,0.0,0.0,0,0,0,0,0.0,0.0,Song Yadong , KO/TKO ,2,1.5833333333333333,UFC Fight Night: Holloway vs. Rodriguez,Bantamweight ,80,30,78,13,80,30,78,13,0,0,0,0,60,15,69,7,12,8,7,4,8,7,2,2,77,27,78,13,0,0,0,0,3,3,0,0,6.583333333333333,1,0,13-2021-11,"Las Vegas, Nevada, USA"
90,Thiago Moises,Joel Alvarez,0,0,0.45,0.6,0.0,0.0,0,0,0,0,0.0,0.03333333333333333,Joel Alvarez , KO/TKO ,1,3.0166666666666666,UFC Fight Night: Holloway vs. Rodriguez,Lightweight ,24,11,73,44,24,11,73,44,0,0,0,0,18,5,54,27,3,3,14,12,3,3,5,5,24,11,61,36,0,0,12,8,0,0,0,0,3.0166666666666666,1,0,13-2021-11,"Las Vegas, Nevada, USA"
91,Cynthia Calvillo,Andrea Lee,0,0,0.3,0.4,0.33,0.0,0,0,0,0,0.65,0.0,Andrea Lee , KO/TKO ,2,5.0,UFC Fight Night: Holloway vs. Rodriguez,Women's Flyweight ,154,47,210,84,154,47,211,85,3,1,1,0,99,18,155,46,46,21,45,30,9,8,10,8,154,47,208,83,0,0,2,1,0,0,0,0,10.0,0,0,13-2021-11,"Las Vegas, Nevada, USA"
92,Sean Woodson,Collin Anglin,1,0,0.51,0.2,0.0,0.0,0,0,0,0,0.36666666666666664,0.21666666666666667,Sean Woodson , KO/TKO ,1,4.5,UFC Fight Night: Holloway vs. Rodriguez,Featherweight ,98,50,40,8,107,59,40,8,0,0,1,0,61,23,26,4,26,17,10,2,11,10,4,2,95,48,40,8,2,2,0,0,1,0,0,0,4.5,1,0,13-2021-11,"Las Vegas, Nevada, USA"
93,Cortney Casey,Liana Jojua,0,0,0.4,0.22,0.0,0.66,0,0,0,0,0.0,1.55,Cortney Casey , Decision - Unanimous ,3,5.0,UFC Fight Night: Holloway vs. Rodriguez,Women's Flyweight ,218,89,154,34,257,124,184,57,0,0,3,2,173,61,143,29,25,12,9,4,20,16,2,1,213,86,145,30,2,2,2,1,3,1,7,3,15.0,0,0,13-2021-11,"Las Vegas, Nevada, USA"
94,Marc Diakiese,Rafael Alves,0,0,0.23,0.54,0.0,0.0,0,1,0,0,0.05,0.0,Rafael Alves , Submission ,1,1.8,UFC Fight Night: Holloway vs. Rodriguez,Lightweight ,13,3,11,6,13,3,11,6,1,0,0,0,7,0,8,3,3,1,1,1,3,2,2,2,13,3,11,6,0,0,0,0,0,0,0,0,1.8,1,0,13-2021-11,"Las Vegas, Nevada, USA"
95,Kennedy Nzechukwu,Da-Un Jung,0,1,0.33,0.32,0.0,0.0,0,0,0,0,0.0,0.0,Da-Un Jung , KO/TKO ,1,3.066666666666667,UFC Fight Night: Holloway vs. Rodriguez,Light Heavyweight ,18,6,49,16,18,6,49,16,0,0,0,0,18,6,47,15,0,0,2,1,0,0,0,0,18,6,42,12,0,0,6,3,0,0,1,1,3.066666666666667,1,0,13-2021-11,"Las Vegas, Nevada, USA"
96,Kamaru Usman,Colby Covington,2,0,0.41,0.38,1.0,0.0,0,0,0,0,1.2666666666666666,1.9,Kamaru Usman , Decision - Unanimous ,5,5.0,UFC 268: Usman vs. Covington 2, Welterweight  ,293,123,281,107,336,158,298,119,1,1,11,0,241,80,242,79,50,41,33,23,2,2,6,5,274,107,274,101,7,6,7,6,12,10,0,0,25.0,0,1,06-2021-11,"New York City, New York, USA"
97,Rose Namajunas,Zhang Weili,0,0,0.51,0.47,1.0,0.45,0,0,1,0,7.0,3.6166666666666667,Rose Namajunas , Decision - Split ,5,5.0,UFC 268: Usman vs. Covington 2, Women's Strawweight  ,168,86,173,83,219,130,272,162,2,2,11,5,131,57,112,36,17,12,16,14,20,17,45,33,136,60,138,64,6,6,8,5,26,20,27,14,25.0,0,1,06-2021-11,"New York City, New York, USA"
98,Frankie Edgar,Marlon Vera,0,1,0.6,0.53,0.33,0.0,0,1,0,0,4.416666666666667,0.016666666666666666,Marlon Vera , KO/TKO ,3,3.8333333333333335,UFC 268: Usman vs. Covington 2,Bantamweight ,155,94,164,88,202,138,187,110,9,3,0,0,113,59,130,60,32,25,26,22,10,10,8,6,125,69,140,75,1,0,1,1,29,25,23,12,13.833333333333334,1,0,06-2021-11,"New York City, New York, USA"
99,Shane Burgos,Billy Quarantillo,0,0,0.67,0.46,0.0,0.0,0,0,0,0,2.433333333333333,2.15,Shane Burgos , Decision - Unanimous ,3,5.0,UFC 268: Usman vs. Covington 2,Featherweight ,288,193,349,164,329,232,383,196,0,0,14,0,219,133,301,129,37,32,39,28,32,28,9,7,252,162,322,145,35,30,27,19,1,1,0,0,15.0,0,0,06-2021-11,"New York City, New York, USA"
100,Justin Gaethje,Michael Chandler,1,0,0.63,0.42,0.0,0.16,0,0,0,0,1.6166666666666667,0.05,Justin Gaethje , Decision - Unanimous ,3,5.0,UFC 268: Usman vs. Covington 2,Lightweight ,183,116,245,103,205,133,246,104,0,0,6,1,143,83,199,64,12,7,35,28,28,26,11,11,164,102,241,99,5,5,4,4,14,9,0,0,15.0,0,0,06-2021-11,"New York City, New York, USA"
101,Alex Pereira,Andreas Michailidis,1,0,0.61,0.27,0.0,0.28,0,0,0,0,0.06666666666666667,3.9833333333333334,Alex Pereira , KO/TKO ,2,0.3,UFC 268: Usman vs. Covington 2,Middleweight ,18,11,11,3,33,25,19,11,0,0,7,2,10,4,6,3,6,5,2,0,2,2,3,0,9,4,5,0,7,6,5,2,2,1,1,1,5.3,1,0,06-2021-11,"New York City, New York, USA"
102,Al Iaquinta,Bobby Green,0,1,0.33,0.7,0.0,0.0,0,0,0,0,0.0,0.25,Bobby Green , KO/TKO ,1,2.4166666666666665,UFC 268: Usman vs. Covington 2,Lightweight ,30,10,40,28,30,10,41,29,0,0,0,0,21,5,35,23,6,3,2,2,3,2,3,3,30,10,26,16,0,0,0,0,0,0,14,12,2.4166666666666665,1,0,06-2021-11,"New York City, New York, USA"
103,Phil Hawes,Chris Curtis,0,1,0.53,0.58,0.0,0.0,0,0,0,0,0.0,0.05,Chris Curtis , KO/TKO ,1,4.45,UFC 268: Usman vs. Covington 2,Middleweight ,90,48,36,21,91,49,37,22,3,0,0,0,63,24,27,15,18,15,8,5,9,9,1,1,85,46,33,18,5,2,2,2,0,0,1,1,4.45,1,0,06-2021-11,"New York City, New York, USA"
104,Edmen Shahbazyan,Nassourdine Imavov,0,0,0.62,0.66,0.2,0.0,0,4,0,0,2.566666666666667,3.933333333333333,Nassourdine Imavov , KO/TKO ,2,4.866666666666666,UFC 268: Usman vs. Covington 2,Middleweight ,35,22,63,42,43,29,87,64,5,1,1,0,19,10,54,34,8,4,5,4,8,8,4,4,31,19,33,16,3,2,6,5,1,1,24,21,9.866666666666667,1,0,06-2021-11,"New York City, New York, USA"
105,Ian Garry,Jordan Williams,1,0,0.64,0.44,0.0,0.0,0,0,0,0,0.6166666666666667,0.7833333333333333,Ian Garry , KO/TKO ,1,4.983333333333333,UFC 268: Usman vs. Covington 2,Welterweight ,28,18,50,22,32,22,54,24,0,0,1,0,21,11,44,16,5,5,3,3,2,2,3,3,22,14,48,20,6,4,2,2,0,0,0,0,4.983333333333333,1,0,06-2021-11,"New York City, New York, USA"
106,Gian Villante,Chris Barnett,0,1,0.58,0.54,0.0,0.0,0,0,0,0,0.13333333333333333,0.2,Chris Barnett , KO/TKO ,2,2.3833333333333333,UFC 268: Usman vs. Covington 2,Heavyweight ,51,30,70,38,51,30,76,44,0,0,0,0,24,6,41,13,23,21,5,4,4,3,24,21,49,28,52,28,2,2,1,1,0,0,17,9,7.383333333333333,1,0,06-2021-11,"New York City, New York, USA"
107,Dustin Jacoby,John Allan,0,0,0.47,0.4,0.0,0.0,0,0,0,0,0.0,0.0,Dustin Jacoby , Decision - Unanimous ,3,5.0,UFC 268: Usman vs. Covington 2,Light Heavyweight ,321,153,189,77,321,153,190,78,0,0,0,0,270,110,149,43,28,21,14,11,23,22,26,23,319,152,184,76,2,1,5,1,0,0,0,0,15.0,0,0,06-2021-11,"New York City, New York, USA"
108,Melsik Baghdasaryan,Bruno Souza,0,0,0.6,0.44,0.0,0.0,0,0,0,0,0.16666666666666666,0.75,Melsik Baghdasaryan , Decision - Unanimous ,3,5.0,UFC 268: Usman vs. Covington 2,Featherweight ,124,75,103,46,126,77,104,47,0,0,4,0,63,26,70,27,32,25,24,13,29,24,9,6,117,68,96,41,7,7,7,5,0,0,0,0,15.0,0,0,06-2021-11,"New York City, New York, USA"
109,CJ Vergara,Ode Osbourne,0,0,0.56,0.4,0.0,0.14,0,0,0,0,2.683333333333333,0.43333333333333335,Ode Osbourne , Decision - Unanimous ,3,5.0,UFC 268: Usman vs. Covington 2,Flyweight ,165,93,194,79,197,122,208,89,0,0,7,1,99,35,168,61,59,51,23,15,7,7,3,3,129,68,191,77,22,16,3,2,14,9,0,0,15.0,0,0,06-2021-11,"New York City, New York, USA"
110,Jan Blachowicz,Glover Teixeira,0,0,0.62,0.58,0.0,0.33,0,2,0,0,0.25,5.283333333333333,Glover Teixeira , Submission ,2,3.033333333333333,UFC 267: Blachowicz vs. Teixeira, Light Heavyweight  ,45,28,39,23,73,53,93,71,0,0,6,2,37,20,33,17,6,6,6,6,2,2,0,0,43,26,25,11,1,1,0,0,1,1,14,12,8.033333333333333,1,1,30-2021-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
111,Petr Yan,Cory Sandhagen,1,0,0.55,0.37,0.0,0.16,1,0,1,1,1.15,0.3333333333333333,Petr Yan , Decision - Unanimous ,5,5.0,UFC 267: Blachowicz vs. Teixeira, Interim Bantamweight  ,270,149,445,169,280,158,449,172,2,0,6,1,217,100,389,118,29,27,32,28,24,22,24,23,252,135,443,168,9,7,2,1,9,7,0,0,25.0,0,1,30-2021-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
112,Islam Makhachev,Dan Hooker,0,0,0.66,0.3,1.0,0.0,2,0,0,0,1.8,0.0,Islam Makhachev , Submission ,1,2.4166666666666665,UFC 267: Blachowicz vs. Teixeira,Lightweight ,3,2,13,4,14,13,28,19,1,1,0,0,3,2,10,1,0,0,0,0,0,0,3,3,3,2,13,4,0,0,0,0,0,0,0,0,2.4166666666666665,1,0,30-2021-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
113,Alexander Volkov,Marcin Tybura,0,0,0.53,0.41,0.0,0.0,0,0,0,0,2.0,2.0166666666666666,Alexander Volkov , Decision - Unanimous ,3,5.0,UFC 267: Blachowicz vs. Teixeira,Heavyweight ,139,75,139,58,153,89,157,73,0,0,16,0,117,53,117,39,18,18,17,15,4,4,5,4,114,54,121,47,22,18,18,11,3,3,0,0,15.0,0,0,30-2021-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
114,Li Jingliang,Khamzat Chimaev,0,0,0.0,1.0,0.0,0.5,0,3,0,0,0.0,3.0166666666666666,Khamzat Chimaev , Submission ,1,3.2666666666666666,UFC 267: Blachowicz vs. Teixeira,Welterweight ,1,0,25,25,1,0,62,58,0,0,2,1,1,0,25,25,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,24,24,3.2666666666666666,1,0,30-2021-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
115,Magomed Ankalaev,Volkan Oezdemir,1,0,0.61,0.47,0.25,0.0,0,0,0,0,1.75,0.0,Magomed Ankalaev , Decision - Unanimous ,3,5.0,UFC 267: Blachowicz vs. Teixeira,Light Heavyweight ,108,66,102,48,118,76,112,56,4,1,1,0,82,43,67,23,23,20,12,3,3,3,23,22,100,59,92,41,7,6,10,7,1,1,0,0,15.0,0,0,30-2021-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
116,Amanda Ribas,Virna Jandiroba,0,1,0.37,0.32,0.2,0.12,1,0,0,0,0.7166666666666667,3.1,Amanda Ribas , Decision - Unanimous ,3,5.0,UFC 267: Blachowicz vs. Teixeira,Women's Strawweight ,233,88,155,50,273,124,224,119,5,1,8,1,194,59,141,46,24,15,14,4,15,14,0,0,227,84,148,46,6,4,4,1,0,0,3,3,15.0,0,0,30-2021-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
117,Ricardo Ramos,Zubaira Tukhugov,0,0,0.3,0.42,0.0,0.28,0,0,0,0,0.0,0.9166666666666666,Zubaira Tukhugov , Decision - Unanimous ,3,5.0,UFC 267: Blachowicz vs. Teixeira,Featherweight ,224,68,181,77,227,71,185,78,0,0,7,2,187,49,174,73,19,10,5,2,18,9,2,2,223,67,181,77,1,1,0,0,0,0,0,0,15.0,0,0,30-2021-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
118,Albert Duraev,Roman Kopylov,0,1,0.5,0.45,0.11,0.5,1,0,0,0,5.55,0.4166666666666667,Albert Duraev , Decision - Unanimous ,3,5.0,UFC 267: Blachowicz vs. Teixeira,Middleweight ,140,71,93,42,265,152,111,54,9,1,2,1,118,54,76,30,8,6,12,7,14,11,5,5,92,41,81,35,0,0,4,2,48,30,8,5,15.0,0,0,30-2021-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
119,Elizeu Zaleski dos Santos,Benoit Saint Denis,0,0,0.57,0.45,0.0,0.14,0,0,0,0,2.0,1.9166666666666667,Elizeu Zaleski dos Santos , Decision - Unanimous ,3,5.0,UFC 267: Blachowicz vs. Teixeira,Welterweight ,259,149,148,67,279,167,162,80,4,0,14,2,200,96,114,40,42,37,27,20,17,16,7,7,207,112,140,64,47,32,7,3,5,5,1,0,15.0,0,0,30-2021-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
120,Shamil Gamzatov,Michal Oleksiejczuk,0,1,0.52,0.58,0.0,0.0,0,0,0,0,0.0,0.05,Michal Oleksiejczuk , KO/TKO ,1,3.5166666666666666,UFC 267: Blachowicz vs. Teixeira,Light Heavyweight ,67,35,55,32,67,35,55,32,2,0,0,0,45,16,48,27,16,13,7,5,6,6,0,0,65,34,48,29,2,1,0,0,0,0,7,3,3.5166666666666666,1,0,30-2021-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
121,Makwan Amirkhani,Lerone Murphy,0,1,0.66,0.8,0.71,0.0,0,0,0,0,4.083333333333333,0.15,Lerone Murphy , KO/TKO ,2,0.23333333333333334,UFC 267: Blachowicz vs. Teixeira,Featherweight ,6,4,5,4,16,12,8,7,7,5,0,0,5,3,5,4,1,1,0,0,0,0,0,0,2,1,2,1,0,0,0,0,4,3,3,3,5.233333333333333,1,0,30-2021-10,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
